k,x,scalar_root,reduced_kirchhoff,reduced_norm,full_verified,full_kirchhoff,full_norm,vertices,edges
291,0.005397977949774446,0.8310665765625216,4.7488055154865094e-17,2.220446049250313e-16,True,5.5571866552917015e-15,9.547918011776346e-15,2328,3492
293,0.005361130975466722,0.8310736561133798,2.3071822230491534e-16,4.440892098500626e-16,True,5.980459183430042e-14,1.9761969838327786e-14,2344,3516
295,0.005324783635412499,0.8310806389124248,2.5240226575462543e-16,8.881784197001252e-16,True,7.19606665922079e-14,2.930988785010413e-14,2360,3540
297,0.005288925835610177,0.8310875269294712,4.9439619065339e-17,4.440892098500626e-16,True,2.0557340552063152e-14,1.3322676295501878e-14,2376,3564
299,0.005253547752144371,0.8310943220812246,1.1188966420050406e-16,3.3306690738754696e-16,True,3.8039883742957414e-14,1.4210854715202004e-14,2392,3588
301,0.0052186398222124454,0.8311010262330585,2.0383000842727483e-16,8.881784197001252e-16,True,5.927029700369957e-14,1.2656542480726785e-14,2408,3612
303,0.0051841927355064646,0.831107641200722,5.551115123125783e-17,4.440892098500626e-16,False,,,2424,3636
305,0.005150197425934234,0.8311141687519781,1.1102230246251565e-16,2.220446049250313e-16,False,,,2440,3660
307,0.00511664506366396,0.831120610608179,1.968911145233676e-16,3.3306690738754696e-16,False,,,2456,3684
309,0.005083527047477888,0.8311269684457797,3.729655473350135e-17,1.9984014443252818e-15,False,,,2472,3708
311,0.005050834997420979,0.8311332438977904,4.3151246464923076e-17,8.881784197001252e-16,False,,,2488,3732
313,0.005018560747731458,0.8311394385551778,1.3444106938820255e-16,4.440892098500626e-16,False,,,2504,3756
315,0.004986696340040685,0.8311455539682058,7.958043946043603e-17,9.992007221626409e-16,False,,,2520,3780
317,0.004955234016830452,0.8311515916477322,8.760353553682876e-17,1.7763568394002505e-15,False,,,2536,3804
319,0.004924166215136425,0.8311575530664495,7.37257477290143e-17,1.9984014443252818e-15,False,,,2552,3828
321,0.004893485560486979,0.8311634396600863,1.5612511283791264e-16,2.220446049250313e-16,False,,,2568,3852
323,0.004863184861067236,0.8311692528285559,4.336808689942018e-17,4.440892098500626e-16,False,,,2584,3876
325,0.004833257102098581,0.8311749939370686,2.0383000842727483e-16,4.440892098500626e-16,False,,,2600,3900
327,0.004803695440424463,0.8311806643171996,1.1102230246251565e-16,4.440892098500626e-16,False,,,2616,3924
329,0.004774493199293672,0.8311862652679181,2.42861286636753e-17,5.551115123125783e-16,False,,,2632,3948
331,0.004745643863332763,0.83119179805658,8.066464163292153e-17,5.551115123125783e-16,False,,,2648,3972
333,0.004717141073699653,0.8311972639198831,2.654126918244515e-16,5.551115123125783e-16,False,,,2664,3996
335,0.004688978623410838,0.831202664064789,2.7538735181131813e-17,1.9984014443252818e-15,False,,,2680,4020
337,0.004661150452835,0.8312079996694114,7.892991815694472e-17,1.4432899320127035e-15,False,,,2696,4044
339,0.004633650645346151,0.8312132718838724,5.551115123125783e-17,4.440892098500626e-16,False,,,2712,4068
341,0.004606473423129747,0.8312184818311292,1.1102230246251565e-16,1.5543122344752192e-15,False,,,2728,4092
343,0.004579613143135529,0.8312236306077712,3.2959746043559335e-17,6.661338147750939e-16,False,,,2744,4116
345,0.004553064293171155,0.8312287192847905,5.551115123125783e-17,4.440892098500626e-16,False,,,2760,4140
347,0.004526821488130917,0.8312337489083225,7.025630077706069e-17,2.220446049250313e-16,False,,,2776,4164
349,0.004500879466354141,0.8312387205003641,1.6479873021779667e-16,1.9984014443252818e-15,False,,,2792,4188
351,0.004475233086108094,0.8312436350594662,2.7582103268031233e-16,1.1102230246251565e-16,False,,,2808,4212
353,0.004449877322190452,0.8312484935614006,5.551115123125783e-17,6.661338147750939e-16,False,,,2824,4236
355,0.004424807262646627,0.8312532969598078,1.0321604682062002e-16,3.3306690738754696e-16,False,,,2840,4260
357,0.004400018105597432,0.8312580461868192,2.1510571102112408e-16,1.7763568394002505e-15,False,,,2856,4284
359,0.004375505156172799,0.8312627421536619,3.729655473350135e-17,8.881784197001252e-16,False,,,2872,4308
361,0.004351263823547421,0.8312673857512389,2.458970527197124e-16,4.440892098500626e-16,False,,,2888,4332
363,0.004327289618074398,0.8312719778506954,1.478851763270228e-16,6.661338147750939e-16,False,,,2904,4356
365,0.00430357814851312,0.8312765193039613,2.47198095326695e-16,2.220446049250313e-16,False,,,2920,4380
367,0.004280125119347801,0.8312810109442793,2.2985086056692694e-16,5.551115123125783e-16,False,,,2936,4404
369,0.004256926328193206,0.8312854535867142,4.098284211995207e-17,4.440892098500626e-16,False,,,2952,4428
371,0.004233977663284317,0.8312898480286455,1.1492543028346347e-16,6.661338147750939e-16,False,,,2968,4452
373,0.004211275101046732,0.8312941950502446,1.1102230246251565e-16,4.440892098500626e-16,False,,,2984,4476
375,0.004188814703744846,0.831298495414937,4.7704895589362195e-17,1.2212453270876722e-15,False,,,3000,4500
377,0.004166592617204873,0.8313027498698493,1.1102230246251565e-16,4.440892098500626e-16,False,,,3016,4524
379,0.004144605068609971,0.8313069591462401,5.4643789493269423e-17,6.661338147750939e-16,False,,,3032,4548
381,0.00412284836436482,0.8313111239599216,2.7755575615628914e-17,2.220446049250313e-16,False,,,3048,4572
383,0.004101318888027098,0.8313152450116634,2.1076890233118206e-16,6.661338147750939e-16,False,,,3064,4596
385,0.004080013098303447,0.8313193229875863,5.551115123125783e-17,3.3306690738754696e-16,False,,,3080,4620
387,0.00405892752710757,0.8313233585595431,2.3418766925686896e-16,1.7763568394002505e-15,False,,,3096,4644
389,0.004038058777678238,0.8313273523854868,1.8431436932253575e-16,1.1102230246251565e-16,False,,,3112,4668
391,0.004017403522755065,0.83133130510983,9.237402509576498e-17,4.440892098500626e-16,False,,,3128,4692
393,0.003996958502809976,0.8313352173637889,6.895525817007808e-17,1.6653345369377348e-15,False,,,3144,4716
395,0.003976720524332414,0.8313390897657223,7.676151381197371e-17,1.7763568394002505e-15,False,,,3160,4740
397,0.003956686458166373,0.8313429229214538,1.465841337200402e-16,6.661338147750939e-16,False,,,3176,4764
399,0.003936853237897456,0.8313467174245912,4.683753385137379e-17,4.440892098500626e-16,False,,,3192,4788
401,0.003917217858288198,0.831350473856831,2.931682674400804e-16,1.3322676295501878e-15,False,,,3208,4812
403,0.003897777373759975,0.8313541927882556,1.1102230246251565e-16,4.440892098500626e-16,False,,,3224,4836
405,0.003878528896919909,0.8313578747776231,5.2909066017292616e-17,1.7763568394002505e-15,False,,,3240,4860
407,0.0038594695971311942,0.831361520372645,1.1102230246251565e-16,8.881784197001252e-16,False,,,3256,4884
409,0.003840596699125379,0.8313651301102598,6.895525817007808e-17,5.551115123125783e-16,False,,,3272,4908
411,0.003821907481655164,0.8313687045168958,5.160802341031001e-17,5.551115123125783e-16,False,,,3288,4932
413,0.003803399276186345,0.8313722441087266,1.3834419720915037e-16,2.220446049250313e-16,False,,,3304,4956
415,0.003785069465627581,0.8313757493919198,5.2909066017292616e-17,9.992007221626409e-16,False,,,3320,4980
417,0.003766915483096718,0.8313792208628791,2.3288662664988635e-16,9.992007221626409e-16,False,,,3336,5004
419,0.003748934810722444,0.8313826590084774,1.196959198423997e-16,4.440892098500626e-16,False,,,3352,5028
421,0.0037311249784801027,0.8313860643062849,2.6237692574149207e-16,4.440892098500626e-16,False,,,3368,5052
423,0.003713483563060537,0.8313894372247905,5.551115123125783e-17,4.440892098500626e-16,False,,,3384,5076
425,0.0036960081867708694,0.8313927782236166,6.461844948013606e-17,7.771561172376096e-16,False,,,3400,5100
427,0.0036786965164661753,0.8313960877537275,2.177077962350893e-16,1.7763568394002505e-15,False,,,3416,5124
429,0.0036615462625110414,0.8313993662576321,9.8879238130678e-17,1.3322676295501878e-15,False,,,3432,5148
431,0.0036445551777700377,0.8314026141695818,1.1102230246251565e-16,1.1102230246251565e-15,False,,,3448,5172
433,0.0036277210566261673,0.8314058319157627,7.45931094670027e-17,4.440892098500626e-16,False,,,3464,5196
435,0.0036110417340263937,0.8314090199144801,7.22078646875346e-17,4.440892098500626e-16,False,,,3480,5220
437,0.0035945150845533807,0.8314121785763415,1.1102230246251565e-16,1.1102230246251565e-15,False,,,3496,5244
439,0.0035781390215226037,0.8314153083044319,6.852157730108388e-17,1.3322676295501878e-15,False,,,3512,5268
441,0.0035619114961040347,0.8314184094944865,3.0357660829594124e-16,4.440892098500626e-16,False,,,3528,5292
443,0.0035458304964676155,0.8314214825350558,1.7650811368064012e-16,1.3322676295501878e-15,False,,,3544,5316
445,0.003529894046951777,0.8314245278076687,3.491130995403324e-17,2.220446049250313e-16,False,,,3560,5340
447,0.003514100207254282,0.8314275456869913,3.642919299551295e-17,2.220446049250313e-16,False,,,3576,5364
449,0.0034984470716446885,0.8314305365409789,7.632783294297951e-17,8.881784197001252e-16,False,,,3592,5388
451,0.003482932768197779,0.8314335007310263,2.1206994493816467e-16,6.661338147750939e-16,False,,,3608,5412
453,0.003467555458047284,0.8314364386121139,8.586881206085195e-17,1.4432899320127035e-15,False,,,3624,5436
455,0.003452313334659296,0.831439350532949,5.117434254131581e-17,1.7763568394002505e-15,False,,,3640,5460
457,0.0034372046231247646,0.8314422368361023,1.1102230246251565e-16,2.220446049250313e-16,False,,,3656,5484
459,0.0034222275794704798,0.8314450978581449,1.8908485888147197e-16,9.992007221626409e-16,False,,,3672,5508
461,0.003407380489988,0.8314479339297781,1.8865117801247777e-17,1.7763568394002505e-15,False,,,3688,5532
463,0.0033926616705799713,0.8314507453759586,1.1102230246251565e-16,4.440892098500626e-16,False,,,3704,5556
465,0.003378069466123312,0.8314535325160269,4.7271214720367993e-17,8.881784197001252e-16,False,,,3720,5580
467,0.003363602249848765,0.831456295663824,1.981921571303502e-16,2.220446049250313e-16,False,,,3736,5604
469,0.003349258422736329,0.8314590351278122,1.1102230246251565e-16,4.440892098500626e-16,False,,,3752,5628
471,0.0033350364129260826,0.8314617512111878,2.8319360745321376e-16,1.1102230246251565e-15,False,,,3768,5652
473,0.0033209346751439674,0.8314644442119948,1.1102230246251565e-16,1.4432899320127035e-15,False,,,3784,5676
475,0.0033069516901420726,0.8314671144232328,2.8145888397723695e-16,1.3322676295501878e-15,False,,,3800,5700
477,0.003293085964152998,0.8314697621329625,2.255140518769849e-16,4.440892098500626e-16,False,,,3816,5724
479,0.0032793360283578958,0.8314723876244113,5.551115123125783e-17,2.220446049250313e-16,False,,,3832,5748
481,0.003265700438367774,0.831474991176073,5.854691731421724e-17,8.881784197001252e-16,False,,,3848,5772
483,0.0032521777737176925,0.8314775730618059,2.1033522146218786e-16,1.6653345369377348e-15,False,,,3864,5796
485,0.0032387666373734757,0.8314801335509309,6.461844948013606e-17,8.881784197001252e-16,False,,,3880,5820
487,0.003225465655250574,0.8314826729083216,1.1622647289044608e-16,6.661338147750939e-16,False,,,3896,5844
489,0.0032122734757447403,0.8314851913944994,1.8344700758454735e-16,6.661338147750939e-16,False,,,3912,5868
491,0.0031991887692741695,0.8314876892657201,5.551115123125783e-17,2.220446049250313e-16,False,,,3928,5892
493,0.003186210227832789,0.8314901667740617,2.662800535624399e-16,1.1102230246251565e-16,False,,,3944,5916
495,0.003173336564554377,0.8314926241675091,4.2934406030425976e-17,1.7763568394002505e-15,False,,,3960,5940
497,0.0031605665132872036,0.8314950616900373,5.551115123125783e-17,1.5543122344752192e-15,False,,,3976,5964
499,0.0031478988281789006,0.8314974795816911,2.0773313624822265e-16,7.771561172376096e-16,False,,,3992,5988
501,0.0031353322832712817,0.8314998780786644,1.1796119636642288e-16,6.661338147750939e-16,False,,,4008,6012
503,0.0031228656721048183,0.8315022574133778,7.502679033599691e-17,6.661338147750939e-16,False,,,4024,6036
505,0.003110497807332524,0.8315046178145526,5.551115123125783e-17,4.440892098500626e-16,False,,,4040,6060
507,0.0030982275203429725,0.8315069595072845,2.714842239903703e-16,6.661338147750939e-16,False,,,4056,6084
509,0.0030860536608922047,0.8315092827131156,2.6107588313450947e-16,2.220446049250313e-16,False,,,4072,6108
511,0.003073975096744281,0.8315115876501037,1.1102230246251565e-16,4.440892098500626e-16,False,,,4088,6132
513,0.0030619907133202407,0.8315138745328903,1.0451708942760263e-16,6.661338147750939e-16,False,,,4104,6156
515,0.003050099413355241,0.831516143572768,1.1102230246251565e-16,1.1102230246251565e-16,False,,,4120,6180
517,0.0030383001165636553,0.8315183949777457,2.918672248330978e-16,2.220446049250313e-15,False,,,4136,6204
519,0.003026591759311916,0.83152062895261,1.1102230246251565e-16,8.881784197001252e-16,False,,,4152,6228
521,0.00301497329429889,0.8315228456989912,2.745199900733297e-16,6.661338147750939e-16,False,,,4168,6252
523,0.003003443690243588,0.8315250454154197,5.5077470362263625e-17,4.440892098500626e-16,False,,,4184,6276
525,0.0029920019315800165,0.8315272282973883,1.1102230246251565e-16,1.2212453270876722e-15,False,,,4200,6300
527,0.0029806470181589725,0.8315293945374094,1.1102230246251565e-16,2.220446049250313e-16,False,,,4216,6324
529,0.002969377964956607,0.8315315443250699,4.119968255444917e-17,1.4432899320127035e-15,False,,,4232,6348
531,0.0029581938017895736,0.8315336778470896,6.288372600415926e-17,4.440892098500626e-16,False,,,4248,6372
533,0.002947093573036589,0.8315357952873719,1.6263032587282567e-16,1.5543122344752192e-15,False,,,4264,6396
535,0.002936076337366242,0.8315378968270597,1.231653667943533e-16,1.1102230246251565e-15,False,,,4280,6420
537,0.0029251411674708796,0.8315399826445847,7.719519468096792e-17,6.661338147750939e-16,False,,,4296,6444
539,0.0029142871498064275,0.8315420529157195,5.843849709696869e-17,1.7763568394002505e-15,False,,,4312,6468
541,0.0029035133843379685,0.8315441078136251,1.1102230246251565e-16,7.771561172376096e-16,False,,,4328,6492
543,0.0028928189842909575,0.8315461475089022,2.1206994493816467e-16,8.881784197001252e-16,False,,,4344,6516
545,0.0028822030759079035,0.8315481721696352,7.936359902593892e-17,4.440892098500626e-16,False,,,4360,6540
547,0.002871664798210396,0.8315501819614403,9.410874857174178e-17,1.1102230246251565e-15,False,,,4376,6564
549,0.002861203302766331,0.8315521770475099,1.1102230246251565e-16,1.7763568394002505e-15,False,,,4392,6588
551,0.0028508177534622052,0.8315541575886571,5.551115123125783e-17,4.440892098500626e-16,False,,,4408,6612
553,0.002840507326280353,0.8315561237433593,2.229119666630197e-16,2.220446049250313e-16,False,,,4424,6636
555,0.0028302712090810026,0.8315580756677993,5.854691731421724e-17,2.220446049250313e-16,False,,,4440,6660
557,0.0028201086013890215,0.8315600135159071,1.691355389077387e-16,1.3322676295501878e-15,False,,,4456,6684
559,0.002810018714185245,0.8315619374394019,1.8561541192951836e-16,2.220446049250313e-16,False,,,4472,6708
561,0.002800000769702267,0.8315638475878291,3.946495907847236e-17,5.551115123125783e-16,False,,,4488,6732
563,0.002790054001224584,0.8315657441086005,1.687018580387445e-16,4.440892098500626e-16,False,,,4504,6756
565,0.0027801776528929793,0.8315676271470329,5.713745448998608e-17,4.440892098500626e-16,False,,,4520,6780
567,0.002770370979513057,0.8315694968463835,4.3151246464923076e-17,1.3322676295501878e-15,False,,,4536,6804
569,0.002760633246367803,0.8315713533478872,2.5153490401663703e-16,6.661338147750939e-16,False,,,4552,6828
571,0.002750963729034093,0.8315731967907928,1.5569143196891844e-16,1.5543122344752192e-15,False,,,4568,6852
573,0.0027413617132030403,0.8315750273123959,1.5265566588595902e-16,6.661338147750939e-16,False,,,4584,6876
575,0.002731826494504094,0.8315768450480752,2.1337098754514727e-16,2.220446049250313e-16,False,,,4600,6900
577,0.002722357378332793,0.8315786501313245,9.540979117872439e-17,4.440892098500626e-16,False,,,4616,6924
579,0.0027129536796820933,0.8315804426937855,1.4007892068512717e-16,2.220446049250313e-16,False,,,4632,6948
581,0.002703614722977178,0.83158222286528,2.6281060661048627e-16,1.887379141862766e-15,False,,,4648,6972
583,0.002694339841913666,0.8315839907738423,3.7621815385247004e-17,1.3322676295501878e-15,False,,,4664,6996
585,0.002685128379299141,0.8315857465457467,2.6237692574149207e-16,4.440892098500626e-16,False,,,4680,7020
587,0.0026759796868979203,0.8315874903055419,2.7755575615628914e-16,4.440892098500626e-16,False,,,4696,7044
589,0.002666893125278987,0.831589222176077,6.375108774214766e-17,3.3306690738754696e-16,False,,,4712,7068
591,0.0026578680636670043,0.8315909422785321,2.7538735181131813e-17,4.440892098500626e-16,False,,,4728,7092
593,0.0026489038797963553,0.831592650732446,9.063930161978817e-17,1.3322676295501878e-15,False,,,4744,7116
595,0.0026399999597681166,0.8315943476557436,3.5128150388530344e-17,4.440892098500626e-16,False,,,4760,7140
597,0.002631155697909911,0.8315960331647642,2.936019483090746e-16,4.440892098500626e-16,False,,,4776,7164
599,0.0026223704966385677,0.8315977073742864,1.1319070680748666e-16,0.0,False,,,4792,7188
601,0.0026136437663255275,0.8315993703975557,1.968911145233676e-16,2.220446049250313e-16,False,,,4808,7212
